,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trade,TBB,TBQ,ignore,date
901,1516392000000,0.090889,0.092,0.0908,0.090954,3563.616,1516393799999,324.47423636,7270,1740.19800000,158.52452310,0,2018-01-19 20:00:00
902,1516393800000,0.090954,0.091043,0.090528,0.090799,2835.907,1516395599999,257.26510618,6046,1332.40300000,120.91116848,0,2018-01-19 20:30:00
903,1516395600000,0.090799,0.090799,0.090315,0.090558,3441.663,1516397399999,311.56344433,6380,1823.83300000,165.14972205,0,2018-01-19 21:00:00
904,1516397400000,0.090661,0.090748,0.0903,0.090471,3043.967,1516399199999,275.30623389,6174,1463.50000000,132.42185733,0,2018-01-19 21:30:00
905,1516399200000,0.090471,0.0905,0.090308,0.09031,3018.172,1516400999999,272.88491761,5962,1356.82400000,122.72488329,0,2018-01-19 22:00:00
906,1516401000000,0.090404,0.0907,0.09025,0.090412,3335.886,1516402799999,301.74942224,7378,1763.85400000,159.61819862,0,2018-01-19 22:30:00
907,1516402800000,0.090498,0.090541,0.09025,0.090359,3055.386,1516404599999,276.20540993,5841,1517.10400000,137.19807367,0,2018-01-19 23:00:00
908,1516404600000,0.090283,0.090382,0.09,0.090084,3177.055,1516406399999,286.47966369,6429,1284.40100000,115.85346700,0,2018-01-19 23:30:00
909,1516406400000,0.09,0.0905,0.09,0.090393,4169.796,1516408199999,376.29699876,7839,2130.76100000,192.37415262,0,2018-01-20 00:00:00
910,1516408200000,0.090495,0.09065,0.090151,0.090159,4260.467,1516409999999,384.98076442,7821,1948.96900000,176.18649822,0,2018-01-20 00:30:00
911,1516410000000,0.09016,0.090492,0.090111,0.090427,4760.423,1516411799999,429.72226190,8462,2360.97600000,213.21750343,0,2018-01-20 01:00:00
912,1516411800000,0.09036,0.09094,0.090182,0.090898,4750.786,1516413599999,429.90770542,8373,2387.38600000,216.13135356,0,2018-01-20 01:30:00
913,1516413600000,0.090896,0.090998,0.0905,0.09082,4725.364,1516415399999,429.08667152,9327,2226.67300000,202.30578181,0,2018-01-20 02:00:00
914,1516415400000,0.090955,0.091259,0.090775,0.091106,4343.739,1516417199999,395.23778445,7887,2099.63700000,191.13322685,0,2018-01-20 02:30:00
915,1516417200000,0.091106,0.09118,0.090744,0.090925,3081.039,1516418999999,280.30104097,5975,1307.92500000,119.03092469,0,2018-01-20 03:00:00
916,1516419000000,0.090924,0.091034,0.090606,0.090623,2338.349,1516420799999,212.31088151,4545,1038.24100000,94.28351148,0,2018-01-20 03:30:00
917,1516420800000,0.09063,0.091177,0.090606,0.090638,3311.425,1516422599999,300.45911273,7034,1687.88500000,153.22459459,0,2018-01-20 04:00:00
918,1516422600000,0.090621,0.090711,0.088503,0.088712,8072.858,1516424399999,724.71317235,13252,3533.03900000,317.45548616,0,2018-01-20 04:30:00
919,1516424400000,0.088711,0.08885,0.08799,0.088433,9487.749,1516426199999,838.73465964,14977,4413.17700000,390.36358276,0,2018-01-20 05:00:00
920,1516426200000,0.088396,0.088877,0.0879,0.0884,7378.737,1516427999999,651.95021708,12132,3745.91300000,330.98840746,0,2018-01-20 05:30:00
921,1516428000000,0.088427,0.089328,0.088261,0.088993,6106.908,1516429799999,542.56256540,10693,3156.13900000,280.43298923,0,2018-01-20 06:00:00
922,1516429800000,0.089099,0.0902,0.0889,0.089386,4857.489,1516431599999,433.47518273,8402,2809.37900000,250.78861786,0,2018-01-20 06:30:00
923,1516431600000,0.089261,0.08954,0.088842,0.08933,4669.042,1516433399999,416.57264192,8255,2170.90600000,193.80196596,0,2018-01-20 07:00:00
924,1516433400000,0.08933,0.089483,0.088853,0.089015,3061.018,1516435199999,272.86970418,6125,1385.41400000,123.55843040,0,2018-01-20 07:30:00
925,1516435200000,0.089019,0.089673,0.089014,0.089191,3645.678,1516436999999,325.75133498,7378,1949.67600000,174.27354914,0,2018-01-20 08:00:00
926,1516437000000,0.089191,0.0898,0.08864,0.088857,5286.858,1516438799999,471.52183423,8783,2760.99600000,246.37080108,0,2018-01-20 08:30:00
927,1516438800000,0.088857,0.089199,0.0887,0.089006,4940.316,1516440599999,439.41586706,7600,2293.12600000,204.06093927,0,2018-01-20 09:00:00
928,1516440600000,0.089006,0.089136,0.08855,0.088977,3620.553,1516442399999,321.43359443,7291,1896.92700000,168.48591011,0,2018-01-20 09:30:00
929,1516442400000,0.088977,0.08938,0.088565,0.088797,3421.27,1516444199999,303.80710113,7230,1824.41700000,162.07052126,0,2018-01-20 10:00:00
930,1516444200000,0.088797,0.08919,0.088776,0.089123,3664.71,1516445999999,325.94094222,7047,1692.65500000,150.61764934,0,2018-01-20 10:30:00
931,1516446000000,0.08912,0.08935,0.088937,0.089164,3749.669,1516447799999,334.26337716,6343,2131.78100000,190.08859400,0,2018-01-20 11:00:00
932,1516447800000,0.089164,0.09,0.08915,0.08953,4159.657,1516449599999,372.06429905,8021,2027.93300000,181.44971690,0,2018-01-20 11:30:00
933,1516449600000,0.08953,0.089734,0.08916,0.089667,4788.064,1516451399999,428.58017976,7382,2246.00700000,201.13144442,0,2018-01-20 12:00:00
934,1516451400000,0.089667,0.09,0.089539,0.089794,4412.489,1516453199999,396.36959301,8338,2086.66500000,187.52467729,0,2018-01-20 12:30:00
935,1516453200000,0.08978,0.09,0.08958,0.08976,3709.593,1516454999999,333.11309176,6757,1885.34600000,169.38677149,0,2018-01-20 13:00:00
936,1516455000000,0.089767,0.089975,0.089302,0.089536,4664.509,1516456799999,417.94178932,8167,2080.56000000,186.49949065,0,2018-01-20 13:30:00
937,1516456800000,0.089626,0.08967,0.089362,0.089529,3464.069,1516458599999,310.00532204,6918,1689.86000000,151.29476504,0,2018-01-20 14:00:00
938,1516458600000,0.089527,0.089941,0.089419,0.089652,5002.183,1516460399999,448.38041969,9306,2533.88200000,227.23296811,0,2018-01-20 14:30:00
939,1516460400000,0.089656,0.090053,0.08952,0.090042,4303.074,1516462199999,386.36194590,9301,2142.02900000,192.42907129,0,2018-01-20 15:00:00
940,1516462200000,0.090038,0.0903,0.089608,0.090297,5307.23,1516463999999,477.42783345,10941,2574.59000000,231.69233084,0,2018-01-20 15:30:00
941,1516464000000,0.090174,0.090395,0.089946,0.089979,5679.94,1516465799999,512.48303605,11160,2888.86000000,260.74653701,0,2018-01-20 16:00:00
942,1516465800000,0.090063,0.09045,0.089693,0.089932,5253.521,1516467599999,473.61810469,11262,2674.17600000,241.22071473,0,2018-01-20 16:30:00
943,1516467600000,0.0899,0.089923,0.089211,0.089388,5392.045,1516469399999,482.86841288,11145,2984.74900000,267.37513186,0,2018-01-20 17:00:00
944,1516469400000,0.0894,0.0898,0.089329,0.089536,3781.559,1516471199999,338.63733609,8719,1736.83900000,155.60003193,0,2018-01-20 17:30:00
945,1516471200000,0.089539,0.089852,0.089467,0.089586,3716.69,1516472999999,333.20045420,8651,1821.25100000,163.35336381,0,2018-01-20 18:00:00
946,1516473000000,0.089505,0.08977,0.089124,0.089294,3987.407,1516474799999,356.99006937,8923,1911.69200000,171.27051971,0,2018-01-20 18:30:00
947,1516474800000,0.08932,0.08998,0.089214,0.089819,4313.564,1516476599999,386.54854944,9786,2443.65400000,219.07690371,0,2018-01-20 19:00:00
948,1516476600000,0.089977,0.090012,0.08959,0.089939,3490.753,1516478399999,313.58192833,8112,1692.30500000,152.11572731,0,2018-01-20 19:30:00
949,1516478400000,0.089856,0.090148,0.089598,0.089871,3379.296,1516480199999,303.63319518,8000,1581.56100000,142.17531377,0,2018-01-20 20:00:00
950,1516480200000,0.089871,0.0901,0.089621,0.089897,2867.233,1516481999999,257.55187760,6922,1371.67500000,123.27031169,0,2018-01-20 20:30:00
951,1516482000000,0.089898,0.090164,0.089786,0.089861,3039.031,1516483799999,273.36964068,6829,1394.76200000,125.52105412,0,2018-01-20 21:00:00
952,1516483800000,0.089951,0.089985,0.089394,0.089547,3633.347,1516485599999,325.93604831,7687,1774.14300000,159.23058458,0,2018-01-20 21:30:00
953,1516485600000,0.089547,0.09,0.089521,0.08991,2958.045,1516487399999,265.28907950,6706,1811.76700000,162.52405303,0,2018-01-20 22:00:00
954,1516487400000,0.089911,0.09015,0.089798,0.089859,3268.745,1516489199999,294.08662830,7332,1543.67800000,138.93383342,0,2018-01-20 22:30:00
955,1516489200000,0.089942,0.09019,0.08978,0.090074,4388.222,1516490999999,394.81177536,8585,2529.48000000,227.63168473,0,2018-01-20 23:00:00
956,1516491000000,0.090073,0.090446,0.089944,0.09017,3800.361,1516492799999,342.77301559,8031,1796.52700000,162.08735825,0,2018-01-20 23:30:00
957,1516492800000,0.090158,0.090461,0.09,0.090314,4202.422,1516494599999,378.96167393,9099,1878.79200000,169.49767737,0,2018-01-21 00:00:00
958,1516494600000,0.090314,0.0905,0.089578,0.089763,4455.435,1516496399999,401.79857272,9393,2076.41100000,187.33114878,0,2018-01-21 00:30:00
959,1516496400000,0.089763,0.090187,0.089501,0.090019,4362.309,1516498199999,392.05305153,9169,2157.18400000,193.96507797,0,2018-01-21 01:00:00
960,1516498200000,0.089951,0.09035,0.089883,0.090135,3213.282,1516499999999,289.42567902,6521,1733.36000000,156.17200251,0,2018-01-21 01:30:00
961,1516500000000,0.090006,0.090585,0.089937,0.090234,3560.035,1516501799999,321.54454379,6635,1769.86000000,159.93236609,0,2018-01-21 02:00:00
962,1516501800000,0.090308,0.09035,0.089934,0.090063,3036.967,1516503599999,273.81219436,6317,1399.61500000,126.24184767,0,2018-01-21 02:30:00
963,1516503600000,0.090066,0.0903,0.0898,0.089911,3744.231,1516505399999,337.02821954,7196,1739.04000000,156.61174081,0,2018-01-21 03:00:00
964,1516505400000,0.089908,0.09019,0.08969,0.090084,3971.744,1516507199999,357.09741312,7392,2017.51100000,181.47589929,0,2018-01-21 03:30:00
965,1516507200000,0.090173,0.0904,0.089886,0.09017,3863.497,1516508999999,348.50264493,7705,2118.98200000,191.20038028,0,2018-01-21 04:00:00
966,1516509000000,0.090287,0.090389,0.090001,0.090264,4657.824,1516510799999,420.21313513,8598,2352.79200000,212.36321312,0,2018-01-21 04:30:00
967,1516510800000,0.090277,0.09058,0.089842,0.090404,5102.993,1516512599999,460.50296084,10960,2485.10100000,224.36284606,0,2018-01-21 05:00:00
968,1516512600000,0.09047,0.09047,0.090072,0.090072,3844.704,1516514399999,346.79962398,7940,1675.98000000,151.24355208,0,2018-01-21 05:30:00
969,1516514400000,0.090072,0.090318,0.089872,0.089931,3464.977,1516516199999,312.14940525,6982,1725.24200000,155.48373431,0,2018-01-21 06:00:00
970,1516516200000,0.090008,0.090173,0.089691,0.090074,3490.713,1516517999999,314.09307767,6517,1843.99700000,165.97311675,0,2018-01-21 06:30:00
971,1516518000000,0.090074,0.090485,0.090061,0.0903,3495.879,1516519799999,315.53400437,7187,1498.09400000,135.26370302,0,2018-01-21 07:00:00
972,1516519800000,0.0903,0.0903,0.0892,0.08998,7242.827,1516521599999,651.95985798,12224,4207.11100000,378.80733057,0,2018-01-21 07:30:00
973,1516521600000,0.08998,0.090655,0.0899,0.090591,4251.068,1516523399999,383.99447021,8308,2266.28200000,204.72544180,0,2018-01-21 08:00:00
974,1516523400000,0.090531,0.090653,0.09009,0.090494,2667.368,1516525199999,240.97782395,5780,1227.73200000,110.95951131,0,2018-01-21 08:30:00
975,1516525200000,0.090407,0.090999,0.08973,0.09003,3470.983,1516526999999,313.15077387,6766,1622.12900000,146.42974325,0,2018-01-21 09:00:00
976,1516527000000,0.090109,0.090446,0.089989,0.090124,2019.705,1516528799999,182.06627677,4235,885.33200000,79.84761673,0,2018-01-21 09:30:00
977,1516528800000,0.090124,0.090249,0.0898,0.090097,2542.002,1516530599999,228.89589406,5463,1251.27600000,112.71056872,0,2018-01-21 10:00:00
978,1516530600000,0.090098,0.090699,0.090098,0.090638,2759.556,1516532399999,249.71532033,5645,1500.18000000,135.80121111,0,2018-01-21 10:30:00
979,1516532400000,0.090575,0.090999,0.090519,0.090827,2234.686,1516534199999,202.87248532,5077,982.99600000,89.28783338,0,2018-01-21 11:00:00
980,1516534200000,0.090827,0.09114,0.090526,0.091029,3875.711,1516535999999,352.40698907,7256,2166.76200000,197.10488216,0,2018-01-21 11:30:00
981,1516536000000,0.091029,0.091177,0.090508,0.09101,4113.377,1516537799999,373.99233930,8131,1802.92400000,163.96479981,0,2018-01-21 12:00:00
982,1516537800000,0.091097,0.091225,0.090915,0.090915,3421.452,1516539599999,311.58648229,6645,1515.60500000,138.08678024,0,2018-01-21 12:30:00
983,1516539600000,0.091,0.091504,0.090883,0.091366,3876.938,1516541399999,354.08134856,7340,2233.99700000,204.09578244,0,2018-01-21 13:00:00
984,1516541400000,0.091366,0.092,0.091251,0.091902,4450.605,1516543199999,407.63536538,8772,2802.36400000,256.67315996,0,2018-01-21 13:30:00
985,1516543200000,0.091902,0.092483,0.091765,0.092482,4587.867,1516544999999,422.53695472,9642,2204.20700000,203.08353625,0,2018-01-21 14:00:00
986,1516545000000,0.092446,0.0926,0.091388,0.0919,4619.375,1516546799999,425.07138619,10952,2513.89000000,231.31753939,0,2018-01-21 14:30:00
987,1516546800000,0.091859,0.092,0.09163,0.091863,3744.339,1516548599999,343.86078489,7314,1802.96800000,165.64150152,0,2018-01-21 15:00:00
988,1516548600000,0.091863,0.092,0.091259,0.091336,4587.881,1516550399999,420.71239687,9557,2314.96500000,212.37718038,0,2018-01-21 15:30:00
989,1516550400000,0.091426,0.0917,0.0908,0.09104,6778.521,1516552199999,617.44362492,12816,3253.47800000,296.45950423,0,2018-01-21 16:00:00
990,1516552200000,0.091039,0.091989,0.09092,0.091604,4525.532,1516553999999,413.76570948,9505,2271.40800000,207.76260126,0,2018-01-21 16:30:00
991,1516554000000,0.091604,0.0922,0.09107,0.09108,4708.699,1516555799999,430.94908275,9479,2202.50100000,201.74488339,0,2018-01-21 17:00:00
992,1516555800000,0.091169,0.0915,0.090915,0.091196,3451.243,1516557599999,314.33458058,7245,1721.31000000,156.85150820,0,2018-01-21 17:30:00
993,1516557600000,0.091106,0.091254,0.090798,0.090815,2785.644,1516559399999,253.75847084,6003,1393.32800000,126.98711919,0,2018-01-21 18:00:00
994,1516559400000,0.090815,0.091,0.090271,0.090624,3273.309,1516561199999,297.11348023,6196,2137.17300000,194.05611785,0,2018-01-21 18:30:00
995,1516561200000,0.090717,0.091121,0.090526,0.091039,3027.697,1516562999999,275.16869173,6632,1469.37100000,133.58740979,0,2018-01-21 19:00:00
996,1516563000000,0.091039,0.091401,0.0909,0.091195,2347.145,1516564799999,213.99685910,5852,1219.06800000,111.17909801,0,2018-01-21 19:30:00
997,1516564800000,0.091103,0.0915,0.091016,0.091161,2757.215,1516566599999,251.52869527,6261,1302.34600000,118.85852601,0,2018-01-21 20:00:00
998,1516566600000,0.091238,0.091305,0.090265,0.090835,3505.051,1516568399999,319.24135108,7021,1452.88500000,132.40642398,0,2018-01-21 20:30:00
999,1516568400000,0.090925,0.091448,0.090738,0.091212,3051.203,1516570199999,277.74726834,6715,1392.61100000,126.77579159,0,2018-01-21 21:00:00
1000,1516570200000,0.091299,0.091326,0.09065,0.090942,2437.095,1516571999999,221.48962705,4807,1141.75500000,103.79971464,0,2018-01-21 21:30:00
1001,1516572000000,0.090942,0.091467,0.090779,0.091392,2329.598,1516573799999,212.02615365,5265,1163.73100000,105.96626781,0,2018-01-21 22:00:00
1002,1516573800000,0.091411,0.0915,0.0908,0.090845,2416.814,1516575599999,220.17108118,5085,1231.27100000,112.22423075,0,2018-01-21 22:30:00
1003,1516575600000,0.09085,0.0911,0.0907,0.09102,1966.124,1516577399999,178.79902986,4647,842.46900000,76.64922718,0,2018-01-21 23:00:00
1004,1516577400000,0.091009,0.09117,0.090889,0.091001,2018.317,1516579199999,183.70976725,4351,1075.44500000,97.93193291,0,2018-01-21 23:30:00
1005,1516579200000,0.091001,0.091133,0.09052,0.090892,3657.724,1516580999999,332.41017903,7323,1756.36300000,159.68672602,0,2018-01-22 00:00:00
1006,1516581000000,0.090892,0.0917,0.090828,0.091219,3526.804,1516582799999,321.32929314,6597,1757.59500000,160.18850567,0,2018-01-22 00:30:00
1007,1516582800000,0.091311,0.091494,0.091114,0.091155,3068.522,1516584599999,280.01411025,5894,1497.13100000,136.67843651,0,2018-01-22 01:00:00
1008,1516584600000,0.09122,0.0914,0.091117,0.091189,2133.055,1516586399999,194.60591324,4473,989.18900000,90.28207785,0,2018-01-22 01:30:00
1009,1516586400000,0.091264,0.091572,0.091156,0.091392,2623.24,1516588199999,239.60959560,5414,1304.70000000,119.22041733,0,2018-01-22 02:00:00
1010,1516588200000,0.091391,0.09147,0.091022,0.091169,2247.142,1516589999999,204.85838156,4636,921.79700000,84.08667642,0,2018-01-22 02:30:00
1011,1516590000000,0.091169,0.091292,0.091012,0.091186,2038.068,1516591799999,185.74388813,4232,949.95000000,86.60903744,0,2018-01-22 03:00:00
1012,1516591800000,0.0911,0.091499,0.091009,0.091401,2898.194,1516593599999,264.63204598,4982,950.99000000,86.83545357,0,2018-01-22 03:30:00
1013,1516593600000,0.091401,0.09151,0.091015,0.0911,4488.985,1516595399999,410.14373451,6813,1389.88900000,127.01698793,0,2018-01-22 04:00:00
1014,1516595400000,0.091016,0.091487,0.090918,0.091336,3513.726,1516597199999,320.57059399,6924,1899.68200000,173.37882137,0,2018-01-22 04:30:00
1015,1516597200000,0.09133,0.09189,0.090996,0.091756,5425.476,1516598999999,495.91448441,8844,2864.86100000,261.86389509,0,2018-01-22 05:00:00
1016,1516599000000,0.091756,0.092,0.091216,0.091789,5658.844,1516600799999,518.17583642,9738,2830.04600000,259.23254647,0,2018-01-22 05:30:00
1017,1516600800000,0.09178,0.092,0.091181,0.091332,4895.764,1516602599999,448.24688725,9245,2022.93300000,185.29062778,0,2018-01-22 06:00:00
1018,1516602600000,0.091423,0.091724,0.09115,0.09136,3682.727,1516604399999,336.66788217,7260,1609.26300000,147.15873056,0,2018-01-22 06:30:00
1019,1516604400000,0.09145,0.09181,0.09115,0.0916,4723.934,1516606199999,432.30153570,8600,2211.35300000,202.44470204,0,2018-01-22 07:00:00
1020,1516606200000,0.0916,0.091816,0.091322,0.091423,4505.715,1516607999999,412.46641068,9040,1979.27400000,181.26520321,0,2018-01-22 07:30:00
1021,1516608000000,0.091423,0.0917,0.09125,0.091619,4698.72,1516609799999,429.80478872,9567,2248.12300000,205.73006663,0,2018-01-22 08:00:00
1022,1516609800000,0.091523,0.092,0.091499,0.091778,5134.702,1516611599999,470.83191469,9575,2461.83100000,225.84936628,0,2018-01-22 08:30:00
1023,1516611600000,0.091778,0.092003,0.0915,0.091631,4409.774,1516613399999,404.30989031,9060,2385.93900000,218.85498920,0,2018-01-22 09:00:00
1024,1516613400000,0.091631,0.091967,0.091537,0.091715,3865.585,1516615199999,354.51071751,7261,1499.17400000,137.53828462,0,2018-01-22 09:30:00
1025,1516615200000,0.091715,0.092095,0.091601,0.091963,4234.106,1516616999999,388.74521982,7750,2054.67300000,188.72685162,0,2018-01-22 10:00:00
1026,1516617000000,0.091963,0.092315,0.09172,0.092043,4922.189,1516618799999,453.10763822,10185,2375.65600000,218.78037256,0,2018-01-22 10:30:00
1027,1516618800000,0.09214,0.092448,0.092,0.092258,4343.698,1516620599999,400.69110159,8944,2243.20200000,207.01977093,0,2018-01-22 11:00:00
1028,1516620600000,0.09226,0.092469,0.091751,0.092037,4047.264,1516622399999,373.05970242,9100,1744.59400000,160.86924806,0,2018-01-22 11:30:00
1029,1516622400000,0.092128,0.092205,0.091501,0.091506,3252.483,1516624199999,298.72163152,7459,1452.11300000,133.44095551,0,2018-01-22 12:00:00
1030,1516624200000,0.091508,0.092245,0.09142,0.091642,4259.148,1516625999999,390.51524478,8958,1880.35000000,172.48446882,0,2018-01-22 12:30:00
1031,1516626000000,0.091642,0.092139,0.091226,0.091845,6949.041,1516627799999,636.81004823,13918,3391.00800000,310.90299571,0,2018-01-22 13:00:00
1032,1516627800000,0.091845,0.092599,0.091755,0.092452,7197.368,1516629599999,663.73349180,14816,3787.45300000,349.43411641,0,2018-01-22 13:30:00
1033,1516629600000,0.0925,0.0929,0.09169,0.092721,6094.371,1516631399999,564.20021025,12681,2955.94400000,273.77502034,0,2018-01-22 14:00:00
